Block Name,Point ID,vtkOriginalCellIds,mu_t,object_id,Points_0,Points_1,Points_2,Points_Magnitude,pressure,TKE,TKED,vel_0,vel_1,vel_Magnitude,yplus
region,28,1061,0.00138108,9,0.0122,-0.000991667,0,0.0122402,-285.008,28.861,63830.6,9.76893,0.00891823,9.76894,0
region,29,1120,0.00139587,9,0.0122,-0.000595,0,0.0122145,-284.29,35.4863,95209.8,13.7013,-0.381831,13.7066,0
region,30,1180,0.00134458,9,0.0122,-0.000198333,0,0.0122016,-283.185,38.0793,113646,18.5382,-0.730691,18.5526,0
region,31,1241,0.00109344,9,0.0122,0.0005,0,0.0122102,-279.828,26.541,68329,28.3658,-1.07044,28.386,0
region,32,1303,0.00179445,9,0.0122,0.0015238,0,0.0122948,-279.549,16.6256,16479.6,34.525,-0.931809,34.5376,0
region,33,1366,0.00222165,9,0.0122,0.00259581,0,0.0124731,-275.995,11.6419,6504.61,36.414,-1.09029,36.4304,0
region,34,1430,0.00286926,9,0.0122,0.00371717,0,0.0127537,-273.197,10.2365,3893.36,37.8288,-1.14578,37.8462,0
region,35,1495,0.00356014,9,0.0122,0.00488893,0,0.0131431,-269.602,9.61456,2767.84,38.9608,-1.20814,38.9795,0
region,36,1561,0.00423662,9,0.0122,0.006112,0,0.0136454,-265.819,9.20228,2130.51,39.9093,-1.25185,39.929,0
region,37,1628,0.00488327,9,0.0122,0.00738718,0,0.0142622,-261.805,8.85365,1710.89,40.7264,-1.28639,40.7467,0
region,38,1696,0.0054963,9,0.0122,0.00871511,0,0.0149931,-257.622,8.52621,1409.66,41.4462,-1.3135,41.467,0
region,39,1765,0.0060735,9,0.0122,0.0100963,0,0.0158359,-253.318,8.20622,1181.71,42.0903,-1.33439,42.1115,0
region,40,1835,0.00661273,9,0.0122,0.0115309,0,0.0167869,-248.929,7.88873,1002.98,42.6742,-1.35,42.6955,0
region,41,1906,0.00711214,9,0.0122,0.0130191,0,0.017842,-244.487,7.57159,859.073,43.2087,-1.36087,43.2301,0
region,42,1978,0.00757034,9,0.0122,0.0145607,0,0.0189962,-240.018,7.25367,740.72,43.7018,-1.36739,43.7232,0
region,43,2051,0.00798657,9,0.0122,0.0161554,0,0.0202444,-235.547,6.93445,641.677,44.1596,-1.36985,44.1808,0
region,44,2125,0.00836077,9,0.0122,0.0178025,0,0.0215817,-231.096,6.61391,557.598,44.5863,-1.36848,44.6073,0
region,45,2200,0.00869368,9,0.0122,0.0195011,0,0.0230029,-226.683,6.29248,485.39,44.9852,-1.36349,45.0058,0
region,46,2276,0.00898702,9,0.0122,0.0212501,0,0.0245032,-222.326,5.97107,422.804,45.3583,-1.35507,45.3786,0
region,47,2353,0.00924364,9,0.0122,0.023048,0,0.0260777,-218.041,5.65106,368.186,45.7073,-1.34342,45.727,0
region,48,2431,0.00946771,9,0.0122,0.024893,0,0.0277219,-213.841,5.33433,320.306,46.0327,-1.32872,46.0519,0
region,49,2510,0.00966481,9,0.0122,0.0267833,0,0.029431,-209.74,5.02331,278.25,46.3348,-1.31116,46.3534,0
region,50,2590,0.00984199,9,0.0122,0.0287163,0,0.0312005,-205.747,4.72095,241.338,46.6135,-1.29094,46.6313,0
region,51,2671,0.0100076,9,0.0122,0.0306897,0,0.0330257,-201.873,4.43078,209.064,46.8679,-1.26824,46.8851,0
region,52,2753,0.0101707,9,0.0122,0.0327004,0,0.0349021,-198.124,4.15676,181.054,47.0972,-1.24326,47.1137,0
region,53,2836,0.0103401,9,0.0122,0.0347454,0,0.036825,-194.509,3.90317,157.022,47.3004,-1.21619,47.3161,0
region,54,2920,0.0105223,9,0.0122,0.0368213,0,0.0387898,-191.032,3.67434,136.74,47.4764,-1.18722,47.4913,0
region,55,3005,0.0107198,9,0.0122,0.0389244,0,0.0407915,-187.699,3.47431,120.005,47.6244,-1.15656,47.6384,0
region,56,3091,0.0109279,9,0.0122,0.0410509,0,0.0428255,-184.513,3.30652,106.624,47.7437,-1.1244,47.7569,0
region,57,3178,0.0111336,9,0.0122,0.0431969,0,0.0448867,-181.476,3.17354,96.4059,47.8343,-1.09097,47.8467,0
region,58,3266,0.0113164,9,0.0122,0.0453582,0,0.0469703,-178.592,3.07702,89.1661,47.8963,-1.05648,47.9079,0
region,59,3355,0.0114526,9,0.0122,0.0475305,0,0.0490713,-175.861,3.01778,84.7464,47.9299,-1.02112,47.9408,0
region,60,3445,0.0115215,9,0.0122,0.0497094,0,0.0511846,-173.284,2.99616,83.037,47.9354,-0.985091,47.9455,0
region,61,3536,0.0115126,9,0.0122,0.0518906,0,0.0533055,-170.859,3.01226,83.9965,47.9127,-0.948544,47.9221,0
region,62,3628,0.0114292,9,0.0122,0.0540695,0,0.0554288,-168.585,3.06611,87.6613,47.8615,-0.911622,47.8702,0
region,63,3720,0.011287,9,0.0122,0.0562418,0,0.0575498,-166.458,3.1576,94.1421,47.781,-0.874443,47.789,0
region,64,3812,0.0111087,9,0.0122,0.0584031,0,0.0596637,-164.474,3.28626,103.607,47.6704,-0.837113,47.6777,0
region,65,3904,0.0109166,9,0.0122,0.0605491,0,0.0617659,-162.63,3.45089,116.258,47.529,-0.799728,47.5358,0
region,66,3996,0.0107275,9,0.0122,0.0626756,0,0.063852,-160.921,3.64942,132.312,47.3566,-0.762382,47.3627,0
region,67,4088,0.0105499,9,0.0122,0.0647787,0,0.0659176,-159.342,3.87878,151.982,47.1531,-0.725168,47.1587,0
region,68,4180,0.0103846,9,0.0122,0.0668546,0,0.0679586,-157.89,4.13515,175.486,46.9191,-0.688176,46.9242,0
region,69,4272,0.010227,9,0.0122,0.0688996,0,0.0699714,-156.558,4.41423,203.053,46.6553,-0.651492,46.6598,0
region,70,4364,0.0100693,9,0.0122,0.0709103,0,0.0719522,-155.342,4.71162,234.957,46.3625,-0.615196,46.3666,0
region,71,4456,0.00990256,9,0.0122,0.0728837,0,0.0738977,-154.237,5.02307,271.544,46.0417,-0.57936,46.0453,0
region,72,4548,0.00971804,9,0.0122,0.0748167,0,0.0758049,-153.237,5.34474,313.274,45.6934,-0.544044,45.6966,0
region,73,4640,0.0095082,9,0.0122,0.076707,0,0.0776711,-152.338,5.6733,360.763,45.318,-0.509301,45.3209,0
region,74,4732,0.00926689,9,0.0122,0.078552,0,0.0794938,-151.532,6.00595,414.838,44.9155,-0.47517,44.918,0
region,75,4824,0.00898942,9,0.0122,0.0803499,0,0.0812708,-150.816,6.34044,476.603,44.4854,-0.441685,44.4876,0
region,76,4916,0.00867252,9,0.0122,0.0820989,0,0.0830004,-150.182,6.67505,547.536,44.0266,-0.408868,44.0285,0
region,77,5008,0.00831418,9,0.0122,0.0837975,0,0.0846809,-149.627,7.00853,629.627,43.5374,-0.376734,43.5391,0
region,78,5100,0.00791345,9,0.0122,0.0854446,0,0.0863112,-149.143,7.34012,725.586,43.0154,-0.345289,43.0168,0
region,79,5192,0.00747035,9,0.0122,0.0870393,0,0.0878901,-148.726,7.6695,839.155,42.4569,-0.314534,42.458,0
region,80,5284,0.00698563,9,0.0122,0.0885809,0,0.0894171,-148.371,7.99683,975.616,41.857,-0.284464,41.858,0
region,81,5376,0.00646077,9,0.0122,0.0900691,0,0.0908916,-148.072,8.32276,1142.62,41.2092,-0.255073,41.21,0
region,82,5468,0.00589775,9,0.0122,0.0915037,0,0.0923135,-147.826,8.64867,1351.64,40.5044,-0.226361,40.5051,0
region,83,5560,0.00529892,9,0.0122,0.0928849,0,0.0936827,-147.627,8.97746,1620.95,39.7301,-0.19834,39.7306,0
region,84,5652,0.00466669,9,0.0122,0.0942128,0,0.0949994,-147.471,9.31666,1982.26,38.8686,-0.171045,38.8689,0
region,85,5744,0.00400396,9,0.0122,0.095488,0,0.0962642,-147.354,9.68818,2498.3,37.8934,-0.144511,37.8937,0
region,86,5836,0.00331873,9,0.0122,0.0967111,0,0.0974775,-147.27,10.158,3313.55,36.7625,-0.118567,36.7627,0
region,87,5928,0.00264306,9,0.0122,0.0978828,0,0.0986402,-147.221,10.9315,4818.39,35.4063,-0.0933013,35.4064,0
region,88,6020,0.00208295,9,0.0122,0.0990042,0,0.099753,-147.17,12.7077,8262.34,33.7408,-0.066083,33.7409,0
region,89,6113,0.00185587,9,0.0122,0.100076,0,0.100817,-147.21,17.8647,18327.1,31.8247,-0.0436914,31.8248,0
region,90,6203,0.000273439,9,0.0122,0.1011,0,0.101833,-147.258,10.8231,33093.5,24.5882,-0.0193973,24.5883,57.5103
