Block Name,Point ID,vtkOriginalCellIds,mu_t,object_id,Points_0,Points_1,Points_2,Points_Magnitude,pressure,TKE,TKED,vel_0,vel_1,vel_Magnitude,yplus
region,44,6704,0.00912397,9,0.07675,0.0178025,0,0.0787876,-44.3732,5.99596,419.943,41.8132,-2.48473,41.8869,0
region,45,6796,0.00934377,9,0.07675,0.0195011,0,0.0791887,-46.942,5.71548,372.596,42.2717,-2.42942,42.3415,0
region,46,6888,0.00954137,9,0.07675,0.0212501,0,0.0796375,-49.4226,5.43457,329.894,42.709,-2.37195,42.7749,0
region,47,6980,0.00971968,9,0.07675,0.023048,0,0.080136,-51.8076,5.1552,291.401,43.1245,-2.31259,43.1864,0
region,48,7072,0.00988281,9,0.07675,0.024893,0,0.080686,-54.0909,4.8797,256.778,43.5171,-2.25165,43.5753,0
region,49,7164,0.0100361,9,0.07675,0.0267833,0,0.081289,-56.2676,4.61089,225.765,43.8858,-2.18936,43.9404,0
region,50,7256,0.0101858,9,0.07675,0.0287163,0,0.0819463,-58.3341,4.35199,198.168,44.2293,-2.12598,44.2804,0
region,51,7348,0.0103386,9,0.07675,0.0306897,0,0.0826584,-60.2881,4.10658,173.84,44.5464,-2.06173,44.594,0
region,52,7440,0.0105006,9,0.07675,0.0327004,0,0.0834259,-62.1282,3.87847,152.671,44.8355,-1.99682,44.88,0
region,53,7532,0.010676,9,0.07675,0.0347454,0,0.0842485,-63.8545,3.67151,134.565,45.0956,-1.93145,45.1369,0
region,54,7624,0.0108648,9,0.07675,0.0368213,0,0.0851256,-65.4682,3.48932,119.429,45.3254,-1.86579,45.3638,0
region,55,7716,0.0110613,9,0.07675,0.0389244,0,0.0860562,-66.9719,3.33503,107.162,45.5244,-1.80003,45.56,0
region,56,7808,0.0112531,9,0.07675,0.0410509,0,0.0870387,-68.3692,3.21109,97.652,45.6922,-1.73433,45.7251,0
region,57,7900,0.0114218,9,0.07675,0.0431969,0,0.0880712,-69.6648,3.11925,90.7853,45.8286,-1.66884,45.859,0
region,58,7992,0.0115463,9,0.07675,0.0453582,0,0.0891512,-70.864,3.0606,86.461,45.9338,-1.60371,45.9618,0
region,59,8084,0.0116087,9,0.07675,0.0475305,0,0.0902758,-71.9723,3.03585,84.6113,46.008,-1.53907,46.0337,0
region,60,8176,0.011599,9,0.07675,0.0497094,0,0.0914417,-72.9948,3.0455,85.2204,46.051,-1.47502,46.0747,0
region,61,8268,0.0115194,9,0.07675,0.0518906,0,0.0926455,-73.936,3.08997,88.3341,46.0626,-1.41165,46.0842,0
region,62,8360,0.0113826,9,0.07675,0.0540695,0,0.0938833,-74.8002,3.16958,94.0612,46.0421,-1.34903,46.0618,0
region,63,8452,0.0112085,9,0.07675,0.0562418,0,0.0951509,-75.591,3.2843,102.562,45.9887,-1.28723,46.0067,0
region,64,8544,0.011018,9,0.07675,0.0584031,0,0.0964442,-76.3122,3.43352,114.032,45.9018,-1.22629,45.9182,0
region,65,8636,0.0108277,9,0.07675,0.0605491,0,0.0977586,-76.9676,3.61576,128.681,45.781,-1.16625,45.7958,0
region,66,8728,0.0106475,9,0.07675,0.0626756,0,0.0990898,-77.5614,3.82862,146.718,45.6262,-1.10717,45.6396,0
region,67,8820,0.0104802,9,0.07675,0.0647787,0,0.100433,-78.0979,4.06883,168.352,45.4378,-1.04909,45.4499,0
region,68,8912,0.0103227,9,0.07675,0.0668546,0,0.101785,-78.5816,4.33258,193.798,45.2166,-0.99204,45.2275,0
region,69,9004,0.0101684,9,0.07675,0.0688996,0,0.103139,-79.0171,4.61576,223.297,44.9634,-0.936068,44.9731,0
region,70,9096,0.0100091,9,0.07675,0.0709103,0,0.104493,-79.4086,4.91431,257.145,44.6792,-0.881204,44.6879,0
region,71,9188,0.00983639,9,0.07675,0.0728837,0,0.105842,-79.7602,5.22441,295.725,44.3648,-0.827475,44.3725,0
region,72,9280,0.00964262,9,0.07675,0.0748167,0,0.107183,-80.0758,5.5427,339.544,44.0209,-0.774897,44.0277,0
region,73,9372,0.00942132,9,0.07675,0.076707,0,0.10851,-80.3589,5.86623,389.274,43.6477,-0.723483,43.6537,0
region,74,9464,0.00916742,9,0.07675,0.078552,0,0.109823,-80.6129,6.19258,445.806,43.2451,-0.673235,43.2503,0
region,75,9556,0.00887719,9,0.07675,0.0803499,0,0.111116,-80.8406,6.51977,510.315,42.8125,-0.624152,42.8171,0
region,76,9648,0.00854814,9,0.07675,0.0820989,0,0.112387,-81.045,6.84621,584.357,42.3488,-0.576225,42.3528,0
region,77,9740,0.00817885,9,0.07675,0.0837975,0,0.113634,-81.2285,7.17066,670,41.8523,-0.529445,41.8556,0
region,78,9832,0.00776873,9,0.07675,0.0854446,0,0.114854,-81.3933,7.49219,770.046,41.3203,-0.483799,41.3231,0
region,79,9924,0.00731779,9,0.07675,0.0870393,0,0.116045,-81.5417,7.81032,888.397,40.7493,-0.439276,40.7517,0
region,80,10016,0.00682632,9,0.07675,0.0885809,0,0.117206,-81.6754,8.12539,1030.74,40.1346,-0.395864,40.1366,0
region,81,10108,0.00629466,9,0.07675,0.0900691,0,0.118334,-81.7962,8.43947,1205.89,39.4695,-0.353538,39.4711,0
region,82,10200,0.00572347,9,0.07675,0.0915037,0,0.11943,-81.9054,8.75833,1428.34,38.7445,-0.312245,38.7458,0
region,83,10292,0.00511488,9,0.07675,0.0928849,0,0.120491,-82.0044,9.09492,1723.5,37.9454,-0.271869,37.9464,0
region,84,10384,0.00447539,9,0.07675,0.0942128,0,0.121518,-82.0939,9.47593,2138.27,37.0504,-0.232196,37.0511,0
region,85,10476,0.00382097,9,0.07675,0.095488,0,0.122509,-82.1752,9.95483,2764.04,36.0256,-0.192942,36.0262,0
region,86,10568,0.0031834,9,0.07675,0.0967111,0,0.123465,-82.2468,10.6437,3792.66,34.8224,-0.153678,34.8227,0
region,87,10660,0.00261689,9,0.07675,0.0978828,0,0.124385,-82.3206,11.8101,5680.35,33.3826,-0.115318,33.3828,0
region,88,10752,0.0022056,9,0.07675,0.0990042,0,0.125269,-82.3408,14.1999,9743.04,31.682,-0.0751281,31.6821,0
region,89,10845,0.00206115,9,0.07675,0.100076,0,0.126118,-82.4633,19.9333,20544.6,29.8305,-0.0448335,29.8306,0
region,90,10935,0.000284073,9,0.07675,0.1011,0,0.126932,-82.5408,10.4459,31378.7,22.5902,-0.00875243,22.5902,56.4993
