Block Name,Point ID,vtkOriginalCellIds,mu_t,object_id,Points_0,Points_1,Points_2,Points_Magnitude,pressure,TKE,TKED,vel_0,vel_1,vel_Magnitude,yplus
region,38,9792,0.00843112,9,0.1272,0.00871511,0,0.127498,11.4763,8.05244,819.559,38.5806,-0.992929,38.5934,0
region,39,9884,0.00868023,9,0.1272,0.0100963,0,0.1276,10.2283,7.59952,709.023,39.0849,-1.00202,39.0978,0
region,40,9976,0.00891446,9,0.1272,0.0115309,0,0.127722,8.92003,7.23341,625.483,39.5666,-1.01034,39.5795,0
region,41,10068,0.00914168,9,0.1272,0.0130191,0,0.127865,7.55264,6.90852,556.382,40.0297,-1.01761,40.0426,0
region,42,10160,0.0093595,9,0.1272,0.0145607,0,0.128031,6.12911,6.60142,496.198,40.4763,-1.02361,40.4892,0
region,43,10252,0.00956333,9,0.1272,0.0161554,0,0.128222,4.65316,6.30118,442.456,40.9075,-1.02818,40.9204,0
region,44,10344,0.00975013,9,0.1272,0.0178025,0,0.12844,3.12907,6.00348,393.945,41.3235,-1.03119,41.3364,0
region,45,10436,0.00991913,9,0.1272,0.0195011,0,0.128686,1.56164,5.7074,349.981,41.724,-1.03253,41.7368,0
region,46,10528,0.0100716,9,0.1272,0.0212501,0,0.128963,-0.043661,5.41374,310.126,42.1083,-1.03213,42.121,0
region,47,10620,0.0102106,9,0.1272,0.023048,0,0.129271,-1.68082,5.12428,274.069,42.4754,-1.02992,42.4879,0
region,48,10712,0.0103402,9,0.1272,0.024893,0,0.129613,-3.34327,4.84142,241.58,42.824,-1.02588,42.8363,0
region,49,10804,0.0104657,9,0.1272,0.0267833,0,0.129989,-5.02398,4.56803,212.488,43.1527,-1.01996,43.1647,0
region,50,10896,0.0105929,9,0.1272,0.0287163,0,0.130401,-6.71557,4.30737,186.662,43.4598,-1.01215,43.4716,0
region,51,10988,0.010727,9,0.1272,0.0306897,0,0.13085,-8.41039,4.06294,164.001,43.7437,-1.00245,43.7552,0
region,52,11080,0.010872,9,0.1272,0.0327004,0,0.131336,-10.1007,3.83833,144.418,44.0028,-0.990853,44.0139,0
region,53,11172,0.0110287,9,0.1272,0.0347454,0,0.13186,-11.7787,3.63701,127.824,44.2356,-0.977397,44.2464,0
region,54,11264,0.0111931,9,0.1272,0.0368213,0,0.132422,-13.4371,3.46209,114.123,44.4409,-0.962119,44.4513,0
region,55,11356,0.0113556,9,0.1272,0.0389244,0,0.133022,-15.0686,3.31614,103.205,44.6179,-0.945077,44.6279,0
region,56,11448,0.0115011,9,0.1272,0.0410509,0,0.13366,-16.6667,3.20109,94.9516,44.766,-0.926345,44.7755,0
region,57,11540,0.0116112,9,0.1272,0.0431969,0,0.134335,-18.2254,3.11826,89.2472,44.8849,-0.906011,44.8941,0
region,58,11632,0.0116684,9,0.1272,0.0453582,0,0.135045,-19.7393,3.06853,85.9998,44.9746,-0.884176,44.9833,0
region,59,11724,0.0116609,9,0.1272,0.0475305,0,0.13579,-21.2036,3.05249,85.158,45.0349,-0.860944,45.0431,0
region,60,11816,0.0115868,9,0.1272,0.0497094,0,0.136568,-22.6139,3.07067,86.7266,45.0653,-0.836426,45.0731,0
region,61,11908,0.0114547,9,0.1272,0.0518906,0,0.137377,-23.9663,3.12351,90.7714,45.0653,-0.810732,45.0726,0
region,62,12000,0.0112815,9,0.1272,0.0540695,0,0.138215,-25.2572,3.21124,97.4156,45.0339,-0.783973,45.0408,0
region,63,12092,0.011087,9,0.1272,0.0562418,0,0.139079,-26.4837,3.33367,106.827,44.9703,-0.756263,44.9767,0
region,64,12184,0.0108894,9,0.1272,0.0584031,0,0.139967,-27.6435,3.48989,119.198,44.8736,-0.727717,44.8795,0
region,65,12276,0.010701,9,0.1272,0.0605491,0,0.140876,-28.735,3.67812,134.734,44.7433,-0.698451,44.7487,0
region,66,12368,0.0105274,9,0.1272,0.0626756,0,0.141803,-29.7577,3.89569,153.637,44.5793,-0.668586,44.5844,0
region,67,12460,0.0103679,9,0.1272,0.0647787,0,0.142745,-30.7115,4.13919,176.112,44.3821,-0.638241,44.3867,0
region,68,12552,0.0102172,9,0.1272,0.0668546,0,0.143699,-31.5972,4.40479,202.379,44.1523,-0.607533,44.1565,0
region,69,12644,0.0100678,9,0.1272,0.0688996,0,0.144662,-32.4163,4.68848,232.69,43.8906,-0.576576,43.8944,0
region,70,12736,0.00991127,9,0.1272,0.0709103,0,0.14563,-33.1704,4.98641,267.359,43.5979,-0.545478,43.6013,0
region,71,12828,0.00973937,9,0.1272,0.0728837,0,0.146601,-33.8619,5.29498,306.794,43.2749,-0.514339,43.278,0
region,72,12920,0.00954499,9,0.1272,0.0748167,0,0.147572,-34.4933,5.61105,351.53,42.9221,-0.48325,42.9249,0
region,73,13012,0.00932225,9,0.1272,0.076707,0,0.148539,-35.0675,5.93188,402.266,42.5397,-0.452296,42.5421,0
region,74,13104,0.0090666,9,0.1272,0.078552,0,0.1495,-35.5874,6.25517,459.921,42.1273,-0.421554,42.1294,0
region,75,13196,0.00877471,9,0.1272,0.0803499,0,0.150452,-36.056,6.579,525.699,41.6843,-0.391092,41.6862,0
region,76,13288,0.00844433,9,0.1272,0.0820989,0,0.151394,-36.4766,6.90187,601.199,41.2096,-0.360975,41.2112,0
region,77,13380,0.00807403,9,0.1272,0.0837975,0,0.152322,-36.8523,7.22273,688.593,40.7013,-0.331257,40.7026,0
region,78,13472,0.00766297,9,0.1272,0.0854446,0,0.153234,-37.1862,7.54123,790.93,40.1567,-0.301987,40.1578,0
region,79,13564,0.00721082,9,0.1272,0.0870393,0,0.154129,-37.4814,7.85819,912.662,39.572,-0.273195,39.573,0
region,80,13656,0.00671788,9,0.1272,0.0885809,0,0.155005,-37.7408,8.17628,1060.55,38.9419,-0.244885,38.9427,0
region,81,13748,0.00618566,9,0.1272,0.0900691,0,0.15586,-37.9674,8.50117,1245.15,38.2585,-0.21703,38.2591,0
region,82,13840,0.00561796,9,0.1272,0.0915037,0,0.156693,-38.1638,8.84289,1483.41,37.5103,-0.189557,37.5108,0
region,83,13932,0.00502243,9,0.1272,0.0928849,0,0.157504,-38.333,9.21778,1802.97,36.6809,-0.162372,36.6812,0
region,84,14024,0.00441186,9,0.1272,0.0942128,0,0.158291,-38.4776,9.65175,2250.3,35.7473,-0.135404,35.7475,0
region,85,14116,0.00380446,9,0.1272,0.095488,0,0.159053,-38.6005,10.1884,2907.84,34.6791,-0.10872,34.6793,0
region,86,14208,0.00322363,9,0.1272,0.0967111,0,0.15979,-38.7033,10.9154,3939,33.4402,-0.0825974,33.4403,0
region,87,14300,0.0027015,9,0.1272,0.0978828,0,0.160502,-38.7926,12.056,5733.94,31.9975,-0.0582252,31.9976,0
region,88,14392,0.00229691,9,0.1272,0.0990042,0,0.161188,-38.8389,14.2752,9455.11,30.3521,-0.0347081,30.3521,0
region,89,14485,0.0021197,9,0.1272,0.100076,0,0.161849,-38.9278,19.5173,19151.8,28.611,-0.0185902,28.611,0
region,90,14575,0.000283294,9,0.1272,0.1011,0,0.162484,-38.9709,10.0023,29401.6,21.7201,-6.76052e-05,21.7201,55.2867
